id,Reviews,AspectTerms,OpinionTerms,Categories,Polarities
2452,这个牌子的化妆品挺好的。,保湿,不错,功效,正面
2453,挺好用的，不错的产品，值得推荐！,补水效果,不错,功效,正面
2454,效果非常好，下次还用这个,_,还可以,整体,正面
2455,好? 和实物描述的一样 不错值得购买  物流也快,水份,挺足的,成分,正面
2456,特别好用，???,_,挺好用的,整体,正面
2457,略偏黄的膏体，干皮上脸不觉得油腻，轻微酒精味，防晒效果不错,_,不卡粉,使用体验,正面
2458,很不错，物流很快！很喜欢！赞赞赞赞赞！一直在用云南白药牙膏！喜欢！,_,挺实惠的,价格,正面
2459,多次购买了，感谢做活动这么便宜，以后双十一还来买，效果好，虽然没有美白，夏天没变黑球，就很好了,精华液,很多,成分,正面
2460,很好用，用一段时间了,_,很喜欢,整体,正面
2461,东西不错，是正品，价格便宜，送货快,_,不错,整体,正面
2462,帮同事买的，据说挺好碰到活动买来试试,遮暇,还可以,功效,正面
2463,真快呀，上午买的下午就送到了。支持**买的,香味,淡淡的,气味,正面
2464,习惯5星，看不出来好也看不出来坏，稍微偏硬，贴合度不是特别好,_,还可以,整体,正面
2465,喜欢这款，特别好用，涂抹均匀,_,好评,整体,正面
2466,这款气垫挺好用的，细腻，易推开!而且价格也实惠!会回购的!,_,干净,使用体验,正面
2467,感谢客服的耐心，物流超快，虽然还没用，相信效果非常好。,_,不紧绷,使用体验,正面
2468,挺好的哟，不错不错，值得购买,_,好闻,气味,正面
2469,这款隔离挺轻薄的，用起来自然不厚重,_,超好用,整体,正面
2470,不错很好用，下次还会光顾,_,润润的,使用体验,正面
2471,很好，不油腻，很适合我用，平价,_,很好,整体,正面
2472,买给老妈和老姨的，老妈用这个挺长时间了，比较适合她的皮肤。双十一价格实惠！所以囤了两瓶,快递小哥,送货到家,物流,正面
2473,第一次使用隔离霜感觉美白效果和隔离效果都很不错。,_,好，棒,整体,正面
2474,货收到了使用一下没有还可以就是有点小贵,_,好，用,整体,正面
2475,还行，就是刚开始的味道不喜欢,赠品,_,价格,正面
2476,一如既往的好 用三个双十一了 跟实体店一样 每次都这样备一年的 超划算,_,好划算,价格,正面
2477,昨天用了一片不错。赠品是钥匙扣儿之类的就好了。,_,还行,整体,中性
2478,很棒很服帖不会浮粉，很显白哦，,_,很喜欢,整体,正面
2479,刚买了几天就掉价了，客服不处理退差价，申请了退货，才处理了差价，特别不愉快。都影响心情了,_,不油腻,使用体验,正面
2480,一点也不刺激，很好用,_,不错,整体,正面
2481,个人情况：混油 吸收情况：有点厚重夏天用,_,好用,整体,正面
2482,性价比不错，挺优惠的。以后会考虑回购,_,实惠,价格,正面
2483,总体来说不错、我这是第三次购买了、需要的亲们可以放心购买、好评,_,好用,整体,正面
2484,一直用的这个牌子的面膜，真的不错哦！,_,不好用,整体,负面
2485,非常好，总买这个牌子，大牌子放心，****更放心。,_,太干了,使用体验,负面
2486,很滋润，双十一囤货。,_,比较满意,整体,正面
2487,使用后好清淡的香味，也不是那种特别厚重的百，很薄很透，非常喜欢，后期用后再追加评价,_,便宜,价格,正面
2488,效果不错哦，而且不伤皮肤，不觉得油腻，卖家服务好，性价比不错哦！,_,可以,整体,正面
2489,非常好！！！！,香味,可以,气味,正面
2490,用这款隔离三年了，很好推开而且滋润度也很好！价格也不高，会无限回购,_,很好,整体,正面
2491,收到了，还没用，查防伪是正品，用过后再来追评。,_,不卡粉,使用体验,正面
2492,一直用的这款，超级好用，超级服帖，好评,保湿,好,功效,正面
2493,用着还行  不是特别白  能接受,_,不错,整体,正面
2494,洗的挺干净的,_,很快,物流,正面
2495,物流很快。买一送一，超级实惠。,_,不错,整体,正面
2496,第二次购买了，第一次买的效果不错,_,闷痘,使用体验,负面
2497,看着还行  还没用,_,搓泥,使用体验,负面
2498,质量还不错，快递也很快，送货上门哦，不错的选择！喜欢这个,_,过期,新鲜度,负面
2499,还可以，送了两个替换装，不知道替换装会不会更好,包装,也很好,包装,正面
2500,还没试，先好评,_,很不错,整体,正面
2501,果然一分价钱一分货，洗在脸上一点感觉都没有，失望,_,非常不错,整体,正面
2502,宝贝收到了，非常满意，保湿效果不错，很服帖，下次还会光顾的,味道,好闻,气味,正面
2503,效果很好，值得购买。棒棒哒,活动,_,价格,正面
2504,还不错，易涂开，谢谢卖家送两小瓶卸妆水,_,温和,使用体验,正面
2505,懒得拍照，所以只能截图了，用着不错，容易推开，很润，也显白,_,不太刺激,使用体验,正面
2506,用了两贴，没觉出什么来。主要是便宜。,_,不错,整体,正面
2507,面膜正在使用中，效果挺好的，会持续关注的,_,一般,整体,中性
2508,很不错，第二次购买了！继续支持！,_,不是很滋润,使用体验,负面
2509,我觉得还不错。我是干皮，用起来特别滋润，防晒效果还待观察！！！！！！！！！！！！！！！！！！！！！！！哈哈哈哈哈哈哈哈哈哈哈,吸收,很不错,使用体验,正面
2510,很好用，很喜欢，2个换用，很喜欢，物有所值，包装和快递都好，下次再买,_,不错,整体,正面
2511,快递小个很是给力，手机没有电了，还在那里等我来拿货，**快递就是好，下次还会回购的哦?。,_,容易推开,使用体验,正面
2512,很不错，用后不紧绷，赞,遮瑕,特别好,功效,正面
2513,到货还没有用，应该好用。看上去很大气。,_,挺好用的,整体,正面
2514,效果还不错，活动购买的，价格很实惠,_,很好用,整体,正面
2515,是正品，和实体店买的一样的，网购比较优惠了，还送了一个漂亮的晚宴包，大气上档次，很喜欢,香味,淡淡的,气味,正面
2516,清洁能力：泡沫很多，一搓就有，洗的挺干净的，味道也好闻，很温和,_,水水润润的,使用体验,正面
2517,买一送一的活动，**联名款，看起来不错的样子，买来给媳妇备用的,_,真的很好,整体,正面
2518,这个很好！很细！也润！,补水,_,功效,正面
2519,非常好，每年双11购买的必须品。,_,很好用,整体,正面
2520,卸妆水收到了，最喜欢的就是**快递的速度，产品也不错，会继续光顾,_,不紧绷,使用体验,正面
2521,喜欢**购物，方便快捷，正品，而且价位合适。这个第一次使用，期待效果！,_,超值的,价格,正面
2522,好香，上午下单下午就到了,_,很好用,整体,正面
2523,非常非常好用啊 色号上脸正正好 稍微白了一点点 过几个小时暗沉下来正好和肤色完美融合 也不怎么容易脱妆 总之很满意,_,好评,整体,正面
2524,很好用！！！！,价格,实惠,价格,正面
2525,宝贝已收到，物流也很快。,_,不错,整体,正面
2526,宝贝物美价廉非常好虽然还没用，应该不错,_,很好,整体,正面
2527,送货速度快包装很好,_,好用,整体,正面
2528,用了几天才来评价，真心不错直得购买,_,有一点白,功效,中性
2529,很喜欢，活动价格超值，真的很美丽啊，越来越觉得**好了,味道,不好闻,气味,负面
2530,活动价格，相当的便宜，没用过这个品牌的，但也就追求个基础保湿，应该不会太差。,_,还可以,整体,正面
2531,之前用过 感觉很水润 所以又买了,_,水份很多,使用体验,正面
2532,和我的小伙伴一起用的比较油腻必须用水洗两遍才会好，现在左右还没有看到，希望这两天能够有好的效果。,粉底,有香味,气味,负面
2533,刚收到没开始用，期待效果，搞活动，秒的，价格还可以，好用会回头的,隔离,很好用,功效,正面
2534,不好卡粉，还一百多块钱的东西啊，和几十块钱的差不多?,_,不太喜欢,气味,负面
2535,家里的面膜全部换成***，我姐家也塞满了，现在是一天一片，保湿效果真的很好！,_,很喜欢,整体,正面
2536,精华水少，面膜有点硬，总体还不错,_,经济又实惠,价格,正面
2537,好用  物流很快,_,好评,整体,正面
2538,还行，还OK啦,_,很好用,整体,正面
2539,少送了一瓶，卖家又给多发了一瓶好评,价格,亲民,价格,正面
2540,一直用。很好，喜欢，还送了抱枕，挺好的，用完，在来买。呵呵，好评,上妆效果,很好,功效,正面
2541,这款面膜回购的，补水效果非常好,气味,相似,气味,正面
2542,这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。,_,好舒服,使用体验,正面
2543,物流超级差 到达目的地5天才派送,_,滑滑的,使用体验,正面
2544,面膜很好，一直用他家的，很好用哦！,_,不拉眼,使用体验,正面
2545,物流很快还是那个味道  正装一如既往的好送的比之前的少了点  寄保质期也比较近了&hellip,_,真的好用,整体,正面
2546,强力推荐的面膜，超级好用补水水润，喜欢喜欢。,_,好用,整体,正面
2547,上妆效果：上妆效果一般咯 持久情况：持久度不错,_,喜欢,整体,正面
2548,不好，不好，没有实体店里好，好刺鼻啊，,精华液,很多,成分,正面
2549,这个挺好用的，之前也是用的这个都是在店里买的，这次在网上买的也不错，脸比较干这个保湿效果还行,吸收,很快,使用体验,正面
2550,跟实体店一样的，关键是还送了两瓶甲油，我皮肤偏黄，选了紫色，试用了一下，不油，特别喜欢,包装,很喜欢,包装,正面
2551,不错哦，挺好用的，保湿补水,快递服务,很好,物流,正面
2552,第二次购买的，一直用这个，好用，发货速度快，很满意,_,很常满意,整体,正面
2553,试了一下，挺水润的，给妈妈买的。,_,很棒,整体,正面
2554,非常好用，不干，湿润，美白，效果好！,_,超级喜欢,整体,正面
2555,很好用的一款cc霜,_,真好,物流,正面
2556,用着很干，不好用。,_,大爱,整体,正面
2557,多次购买！好评！,_,炒鸡棒棒,整体,正面
2558,比自己皮肤颜色稍微白一点，还是比较自然的，一点点可以用全脸,清洁能力,挺好的,功效,正面
2559,上次买了一支清洗的很干净，看见有活动又马上囤了两支,_,不紧绷,使用体验,正面
2560,东西不错，值得购买，加油,_,很满意,整体,正面
2561,好很好非常好,_,还不错,整体,正面
2562,宝贝收到了，跟描述的一样，试用了一下有淡淡的清香味，还可以。满意,_,还行吧,整体,正面
2563,还不错，不会泛白，刚上脸会有点油，过一会儿就不会了，酒精味跟碧柔一样那么重，但不会辣眼睛,_,还不错,整体,正面
2564,感觉可以，,_,还可以,整体,正面
2565,****物流速度快，商品价格优惠！,_,假货,真伪,负面
2566,产品收到了，还没有用，不过价格很便宜，还送了面膜呢,肤色,不正,功效,负面
2567,不知为什么这次的酒精味都点大，之前的都没什么酒精味,_,不能用,整体,负面
2568,之前买过一次，用了觉得补水效果还不错，赶上活动就又囤了点货,卸妆,很干净,功效,正面
2569,味道很清新自然,_,很不错,整体,正面
2570,很好，多次购买，希望38节活动多多,_,很方便,其他,正面
2571,用过很好！支持***买来送朋友！质量也很好！外包装也很卫生！? ? ?,速度,很快,物流,正面
2572,***，一直用这个牌子的护肤品，感觉好用,_,不错,整体,正面
2573,宝贝收到了，用着很不错，客服小海龙非常好。,清洁作用,很一般,功效,中性
2574,快递很快呀 比我想的早多啦开心～,_,好推开,使用体验,正面
2575,味道挺好闻的,_,清薄,使用体验,正面
2576,不怎么亮肤,_,透气,使用体验,正面
2577,很喜欢，也挺好用的,_,很好用,整体,正面
2578,面膜补水效果很好。,_,不错,其他,正面
2579,是他家的忠实粉丝，护肤品全是他家的，搞活动时买便宜实惠,_,便宜,价格,正面
2580,一直在**买东西，相信**的品质，送货很快，服务也很好！,_,是正品,真伪,正面
2581,用了一次了，就是感觉洗了以后脸没有那么润，还是紧绷,_,不是很好用,整体,负面
2582,保湿效果不错,妆感,还可以,使用体验,正面
2583,清洁能力：感觉还行，泡沫不会太多，容易清洁，洗完脸不会很干！忘记拍照了！,_,不油腻,使用体验,正面
2584,效果很好，价格很便宜！！！,_,挺干的,使用体验,负面
2585,同事双十一买的，没有单独的盒装包装，包装太简单了，就一塑料袋子,_,很喜欢,整体,正面
2586,控油效果：这个人很懒，什么都没写。。,_,快,物流,正面
2587,东西很好 物流很快 价格实惠,泡沫,不多,使用体验,中性
2588,挺好的，双十一回购,_,比较干净,功效,正面
2589,一直使用这款隔离霜，轻薄服帖不油腻，上妆后非常自然。会一直关注的。,_,不紧绷,使用体验,正面
2590,昨晚下单，今早上就到了，快递小哥神速,_,还可以,整体,正面
2591,东西收到了，店家还送了礼品，很棒。看的很满意，送朋友的。,发货,挺快,物流,正面
2592,卖家还送了两贴面膜和卸妆水小样，看起来不错啊物流也很快,_,好评,整体,正面
2593,好用，实惠,物流,很快,物流,正面
2594,味道挺好闻的，上妆效果很好,_,比较水润,使用体验,正面
2595,挺好用，和在店里买的一样,美白效果,_,功效,中性
2596,买给婆婆用的 ，婆婆说很不错， 下次还会回购,_,还可以,整体,正面
2597,非常好用，祝店家生意兴隆。,_,是正品,真伪,正面
2598,隔离霜很好用，用起来不干，老牌子值得信赖,_,很满意,整体,正面
2599,用了几瓶了还行,发货,飞快,物流,正面
2600,***的商品包装的非常好，非常喜欢喜欢，谢谢老板。,质量,不错,其他,正面
2601,给老婆买的，好像还可以,_,值得推荐,整体,正面
2602,收到还没用，好评先,遮瑕效果,一般,功效,中性
2603,还可以，查了一下是正品，第一次用起来感觉吸收不是很好，不知道是不是跟个**肤有关系。总的来说还行吧！,_,还好吧,整体,正面
2604,垃圾，形状都不规整，往脸上贴呢还是糊呢,_,非常不错,整体,正面
2605,个人敏感肌肤痘质皮肤 用完感觉第二天长痘  补水没有太大感觉  毕竟价格在  仅供参考,_,还行,整体,正面
2606,挺好的。不错,_,不好用,整体,负面
2607,值得信赖的品牌护肤品,控油效果,很好,功效,正面
2608,还好吧，就用过一次，就是不知道是不是自己皮肤太干，有点脱皮的感觉，总体还可以的,清洁效果,很干净,功效,正面
2609,已经用了，挺好用的,泡沫丰富度,刚刚合适,使用体验,正面
2610,一次买了两大盒，可以用两个月了！现在正在敷，很服帖，好用，物流很快,保湿效果,一整天,功效,正面
2611,到货很快 ，用着很显白，很好！,温和程度,很好,使用体验,正面
2612,***的面膜好用还不贵，喜欢用***的护肤品,速度,快,物流,正面
2613,一次买了超多，好划算，,_,物美价廉,价格,正面
2614,面膜太好用了  超喜欢 又实惠,服务,好,服务,正面
2615,面膜真的很服帖。非常喜欢呢！还想买。,_,很划算,价格,正面
2616,还没用呢，就是看着价位合适，先屯点,客服态度,很好,服务,正面
2617,挺好的，，，，,_,是正品,整体,中性
2618,物美价廉，但是比双11贵，不能保价,_,很方便,使用体验,正面
2619,以前一直是在实体店买的，这次网购跟实体店质量差不多，蛮好用，性价比高,_,不油腻,使用体验,正面
2620,以前用过，挺好的，还送了一瓶霜,_,希望是正品,真伪,中性
2621,用着还不错，泡沫很丰富，洗完不紧绷，很适合,粉扑,好硬,使用体验,负面
2622,老品牌，质量好值得拥有！水特别滋润！,粉液,一般般,使用体验,负面
2623,精华太少啦,价格,对的起,价格,正面
2624,定妆效果很好，不卡粉。值得拥有！,服务,好,服务,正面
2625,不好用 特别油油 尤其是干了以后,品质,好,整体,正面
2626,很好用的一款面膜，妈妈很喜欢，?(???&thinsp,开票,快,服务,正面
2627,包装的很好，也很优惠，买了三组,_,一般,整体,中性
2628,很不错满满两大盒买一送一很划算,_,好评,整体,正面
2629,这个面膜，对得起这个价位，补水真的可以，特别是春季比较干燥，之前起了干皮，现在补水不敢大意！,活动,_,整体,正面
2630,这款卸妆水很好用哦  轻轻一擦就掉了，很干净。做活动买的很划来。,价格,很便宜,价格,正面
2631,感觉不错，去污力强,_,很实惠,价格,正面
2632,对我来说泡沫过于多了，不过质地很温和，洗完之后很舒服,精华液,很多,成分,正面
2633,还行吧、是按压头、不会很浪费、或者步步小弄倒也不会倒掉,_,正品,真伪,正面
2634,碰到买一送一的活动感觉炒鸡划算的！不知道用了会不会过敏，然后一直很支持***这个牌子,包装,_,包装,正面
2635,春节的时候没了，  买了一盒好贵哦。  现在有活动，赶紧买买买！！！,清洁效果,特别好,功效,正面
2636,快递小哥服务好，速度也快，唯一不好就是商家，上面写的替换装送两个结果只有一个，差评，简直欺骗顾客。,_,超级好用,整体,正面
2637,挺不错的，很划算，物流很快,保湿,很好,功效,正面
2638,面膜用了才来评价的，精华液多，用后皮肤滋润。挺好的宝贝，是真品。,锁水效果,很好,功效,正面
2639,双11物流比较快，去年买的刚打开有点淡淡的味道。快用完的时候，味道就不一样了，不是很好闻。,活动,_,价格,正面
2640,网页写的保质期四年，拿到手一看明年十一月就到期了。,_,还不错,功效,正面
2641,送给妈妈的，说味道很好闻，我也不太懂，应该不错的！,快递小哥,_,物流,正面
2642,免费送的，当然给个好评,_,是正品,真伪,正面
2643,好用  颜值也高不错,_,很好,整体,正面
2644,一直都是用的这个牌子的护肤品，补水效果很好呢，,送货速度,快,物流,正面
2645,挺好的，以前的BB都比较干燥，这个就质地挺保湿的那种。而且很好闻，持久度也还行吧，对于学生党挺友好的,价格,优惠很多,价格,正面
2646,滋润不干，很好用，可惜还没用多少天，发现怀孕了，只能先停了,物流速度,_,物流,正面
2647,不错哦，还送面膜，昨天收到类今天早上用了一下特别湿润,_,特别好用,整体,正面
2648,很好用，好推开，性价比很高，送了我面膜，面膜也很好用,_,挺好用的,整体,正面
2649,包装很好，物流也快。很满意,_,很喜欢,整体,正面
2650,很好用，味道也好闻，送了赠品，特别棒！！！速度速度，是最重要的！！,_,很不错,整体,正面
2651,还不错，比较好用，味道也不浓重，不卡粉。,_,超级棒,整体,正面
2652,宝贝很好，买一送一 性价比高,新包装,_,包装,正面
2653,补水效果好,_,非常不错,整体,正面
2654,今天收到，快递给力，用了在追评,_,很划算,价格,正面
2655,挺好用的，很滋润，喜欢。**物流就是快。赞,价格,实惠,价格,正面
2656,我是店铺搞活动时买的，还在返利上领了十块钱的券，买一送一，物流超给力，宝贝也好用,_,很好用,整体,正面
2657,第三次回购了  非常补水的面膜,_,比较好用,整体,正面
2658,第二次购买了，感觉不错就推荐给大家了、好用,_,润润的,使用体验,正面
2659,还没开始用，应该不错，一直用他们家的化妆品，送的面膜盒很实用，谢谢良心卖家,清洁能力,挺好的,功效,正面
2660,很好，就喜欢在**买东西，经常都有优惠活动，今天买，明天就到了，服务杠杠的,_,很清爽,气味,正面
2661,味道清凉不油腻，还未用，用后再来评价，量大。便宜实惠。推荐,_,很实惠,价格,正面
2662,你这挺好用的还挺实惠，买了一支还送了一只,_,没有紧绷感,使用体验,正面
2663,容易推开，用了也特别自然，同事问我，最近怎么气色这么好，哈哈?,_,不错,整体,正面
2664,保湿度很好，防晒效果不清楚,补水效果,很明显,功效,正面
2665,很好推开，颜色也正合适，用送的卸妆液卸下来很方便,优惠活动,_,价格,正面
2666,是正品，吸收也特别好一点也不油腻，保湿效果很好，值得购买。,性价比,较高,价格,正面
2667,补水效果特别好，精华液也很多,_,用着好,整体,正面
2668,挺好用的，上午买的下午就送到了，物流超快,_,还挺好,整体,正面
2669,好用哟，想买的赶紧吧！,物流,非常快,物流,正面
2670,还可以吧，就那样，我也没见我的痘痘盖住，抖音主播还推的那么厉害，视频那么神奇，真是的哼,_,非常喜欢,整体,正面
2671,不错，很满意，是我喜欢的,性价,非常好,价格,正面
2672,已经用了，还行吧,_,非常不错,整体,正面
2673,紫色比较适合我的皮肤，香香的挺好闻的。,_,不错,整体,正面
2674,快递没话说，非常好，宝贝收到就用了，补水效果很好，买2份共收到80片，超合算，下次有活动再回购,_,挺好吸收,使用体验,正面
2675,用了感觉还行不错！价格还算实惠，跟实体店差不多。,香味,特别喜欢,气味,正面
2676,一直用***，很好用,_,不是正品,真伪,负面
2677,第一次用，感觉还不错，就是瓶盖设计好巨大呀，看到那个盖子我感觉我要使出洪荒之力才能打开，哈哈哈哈,_,最差的,整体,负面
2678,这个不知道真假咯，哦，就有一股那个酒精的味道一样的很，酒精的味道比较重,_,不好,整体,负面
2679,划算，还挺好用的,包装,_,包装,负面
2680,这几天用了保湿效果不错，是我想要的效果,快递,还可以,物流,正面
2681,第二次购买了，补水保湿的效果不错，打算坚持使用，希望脸上皮肤能有所改善,_,是正品,真伪,正面
2682,真的好用，超级补水，晚上洗完脸就贴了一张，揭下来，脸上滑滑的,_,应该也不错,整体,正面
2683,还不错，都购买几次了。,价格,比较实惠,价格,正面
2684,好评，物流给力下次还会光临，推荐给亲朋好友。哈哈,_,非常好用,整体,正面
2685,味道可以的！用的也不错噢,_,好用,整体,正面
2686,可能是我自身原因  浮粉比较厉害,_,划算,价格,正面
2687,还可以用了二次,卖家,不错,服务,正面
2688,还没有开始用，先好评吧，护肤品的一系列都是用***的，,快递服务,不错,物流,正面
2689,活动时候很实惠，不错，很方便。。,_,五星好评,整体,正面
2690,宝贝收到了，物流快，第一次使用不知道效果怎样，朋友推荐，希望不错,效果,不错,整体,正面
2691,扫了下显示正品，活动价很实惠，买了4瓶送了4张面膜,_,给个赞,整体,正面
2692,对皮肤很好,保湿效果,好,功效,正面
2693,洗面奶很温和，清理力也强，值得推荐,_,不错,整体,正面
2694,东西收到，效果一般，要类保湿的，用过后不保湿,快递师傅态度,很多,物流,正面
2695,一共有两替换装，超值的，而且挺上色，喜欢这个,_,很好,整体,正面
2696,婆婆喜欢回头会回购,价格,实惠,价格,正面
2697,先是用妹妹的被种草的，但是我买回来用了以后觉得有些卡粉，不过习惯好评,_,很好用,整体,正面
2698,给老婆买的。很好用,_,很不错,整体,正面
2699,这个隔离涂上不卡粉有提亮的效果，购买三次了,_,很不错,整体,正面
2700,很好卸妆，,物流,挺快的,物流,正面
2701,刚买了就便宜20块不开森，好嫌弃这包装,_,真心不好用,整体,负面
2702,第三次购买了，妈妈是干性皮肤，很适合，还送了睡眠面膜,物流速度,快,物流,正面
2703,洗完脸还是会紧缩，正不正品不知道，反正就是渣货,老板,很好,服务,正面
2704,护肤品都用的***的，所补水，这款?妆水也很好用，用完不油，很清爽,_,不错,整体,正面
2705,面膜还是很好用的，敏感肌也可以用，补水效果非常好,_,很喜欢,整体,正面
2706,很好用的隔离，老顾客了,_,很轻薄透亮,使用体验,正面
2707,性价比高，用后皮肤很好，质量不错,_,超好用,整体,正面
2708,一直**购物质量好，物流快，还会回购！！！,_,不太开心,整体,负面
2709,今天试试，精华液挺多多的值得购买哦,_,好评,整体,正面
2710,感觉还行吧，但是不适合我这种皮肤，老搓泥。,包装,精致,包装,正面
2711,很好，跟实体店买的一样，。,_,很不错,整体,正面
2712,感觉很好，喜欢！,_,水润,使用体验,正面
2713,为了***买的，支持**哥哥，面膜很好很保水补湿?,_,保湿,功效,正面
2714,满心欢喜的收到了，结果让人大跌眼镜，差，非常差，卸不干净，还是那句话：便宜没好货！,_,不油腻,使用体验,正面
2715,假的吧，洗了脸过敏，商家态度极差,体亮,自然,功效,正面
2716,用起来还是挺不错的,_,特别满意,整体,正面
2717,第二次在网上购买了，比实体店便宜,泡泡,很少,使用体验,负面
2718,送给妈妈的 还可以 不错的,清洁,不是很够,功效,负面
2719,买隔离送的，好用,_,很温和,使用体验,正面
2720,一如既往的喜欢这款，好用实惠,_,好用,整体,正面
2721,看起来不错！！！等用过之后再来评价！！！！！！,_,不厚,使用体验,正面
2722,还没有用.用了在来评价.外表可以,_,不过敏,使用体验,正面
2723,已经是第n次购买了，依旧好用,_,很水润,使用体验,正面
2724,一直用，第二次买了，很好用,_,跟服帖,使用体验,正面
2725,面膜很好用，保湿效果很好。物美价廉，快递小哥送货速度快，态度很好。,_,用着很好,整体,正面
2726,真心不错，一直都是这个牌子的！,_,比较合适,整体,正面
2727,挺好  一直在用的。,礼品,_,价格,正面
2728,客服说这款面膜是他们店里最补水的一款面膜，所以就买了，事实是，确实很补水～,_,不错,整体,正面
2729,还可以，涂上后有点发干。,_,很服帖,功效,正面
2730,我用的都是***护肤品，喜欢用这个牌子的东西，很好用。,_,很喜欢,整体,正面
2731,我老婆买了很多，她说很不错的，希望以后都点搞活动，买多点回来放着，哈,_,很好用,整体,正面
2732,买一送二，很实惠，用后再说效果，应该不会差吧！,服务,就是好,物流,正面
2733,东西是正品好用,快递小哥服务态度,特别好,物流,正面
2734,物流很快，但是外包装好像有拆了的痕迹，里面的小包装完好。这次网购总体一般，不是太完美,_,很服贴,使用体验,正面
2735,搞活动的时候买的挺便宜的用过后才来评价补水效果很好,_,自然,功效,正面
2736,送给妈妈的！超级补水！她现在超级好看了！真好！,_,很好,整体,正面
2737,用了两片了，挺好的,贴合度,很好,使用体验,正面
2738,使用了一下，挺滋润的，香香的。,贴合度,很满意,使用体验,正面
2739,东西是好东西，一直在用，效果很好，客服真的忙，问一下能不能优惠一点，半天不带理你的，全程机器人聊天,_,大爱,整体,正面
2740,用着很水，补水够用了，主要是物美价廉，不错不错,_,太方便了,使用体验,正面
2741,很水润服帖，不错,_,还挺省,其他,正面
2742,还可以吧，一直再用这款,_,真的很一般,整体,负面
2743,包装太次。有一袋面膜破了漏水，然后也没有送那个面膜铝盒。,_,不是很值,价格,负面
2744,喜欢，还没有用,卸妆,不是太干净,功效,负面
2745,感觉还用，还可以开始用,_,棒棒哒,整体,正面
2746,老妈用，很好,效果,很好,功效,正面
2747,很好用，贴完脸很舒服,活动,很划算,价格,正面
2748,感觉还好。,_,不错,整体,正面
2749,面膜很好用，用完感觉皮肤很清爽,活动力度,很大,价格,正面
2750,非常好，十个字都凑不齐了。,_,非常好,整体,正面
2751,大品牌不错，很舒服，很薄又很多精华液。下次还会再光顾,_,好用,整体,正面
2752,物流很快，包装完好，心情美美的。活动价买的，多送了一个替换装,_,不错,整体,正面
2753,挺好的，一点都不油腻，我是混合性皮肤，挺适合我的。,_,很好,整体,正面
2754,用着还可以,_,还行,整体,正面
2755,对于偏黄肤色可以提亮肤色，真的很好，一直在用,_,不好用,整体,负面
2756,物流很快，包装很严实，没有损坏。活动的时候买的，很划算。第一次买，期待效果。,_,不滋润,功效,负面
2757,黄皮 买的101象牙色有点白了 不过过一会就好点 控油情况还行,_,不错,整体,正面
2758,物流快  回来马上试了  很清爽  不油腻,_,挺好的,整体,正面
2759,已经多次购买了，一直用的，挺好。,_,很好用,整体,正面
2760,还比较好涂开，也不会很干。,_,物美价廉,价格,正面
2761,宝贝不错。,_,很喜欢,整体,正面
2762,一如既往的好,_,不错,整体,正面
2763,补水效果挺好的，,_,便宜,价格,正面
2764,不错，补水效果好，活动就是便宜。,物流,超快,物流,正面
2765,好评！！！！,_,挺舒服,使用体验,正面
2766,看产品还不错，水两瓶，！包装属于简易版！赞**快递神速！,_,没有紧绷感,使用体验,正面
2767,面膜刚到很喜欢  包装也非常好  运货速度也非常快非常满意,_,挺干燥的,使用体验,负面
2768,不错，补水效果很好，实惠又好用，以后护肤品就选这个品牌的了,补水,不错,功效,正面
2769,为啥连个盒子都没有？？这样我会以为是假货！,_,有点点过敏,使用体验,负面
2770,可以，不错，物美价廉，值得拥有,味道,别太香,气味,中性
2771,紫隔，用了一次，还不错,_,便宜了很多,价格,正面
2772,可还行，脸滑滑/洗不净,客服,非常满意,服务,正面
2773,质量不怎么样，挤了好多也没什么泡沫，感觉洗不净的样子，很不开森，是我用过洗面奶最垃圾的一次。,速度,很快,物流,正面
2774,上午买的 下午就到了**快递速度真不是盖的这是买的第一个隔离霜 希望好用吧,_,不错,整体,正面
2775,挺好不过我好像买错了之前用的补水系列，水漾心机的，这个好像更适合男士&hellip,_,很舒服,整体,正面
2776,因为最近熬夜 皮肤缺水爱出油 就选择了这款 用着很舒服 能修复皮肤  推荐,_,非常好,整体,正面
2777,味道非常好闻，用起来也特别服帖自然，感觉不错，产品价格也很合理,_,很棒,整体,正面
2778,昨天下的单今天就收到了，一直用这个牌子，感觉挺好的，这隔离霜也挺流的,_,垃圾,整体,负面
2779,双12就是划算,形状,不规整,尺寸,负面
2780,一直用这个洗面奶，很好用哦,包装,很可爱,包装,正面
2781,气垫很好细腻你不脱妆,_,还不错,整体,正面
2782,看起来不错！！！等用过之后再来评价！！！！！！,_,提亮肤色,功效,正面
2783,很划算，这么多面膜就只需要这么点钱，一直用***效果不错，感谢卖家，祝生意兴隆，,_,可以,整体,正面
2784,一点都不好用，感觉跟洗衣粉一样！,_,很好用,整体,正面
2785,用着不错，可以回购，好好好,_,很温和,使用体验,正面
2786,收到宝欠，打开一用，感觉挺好。,_,还行,整体,正面
2787,还可以，就是包装也太差了吧，包装,_,挺保湿的,功效,正面
2788,第一次在**买面膜，物流很快，面膜很好用，下次还要再来买,_,划算多了,价格,正面
2789,很适合我的皮肤使用感觉到不错，值得入手的。,补水效果,还可以,功效,正面
